text,label,rating,helpful_vote,verified_purchase,text_clean_for_split,text_hash,split
"I purchased 2 of these from Keller Beauty at almost $700.00 a piece, they both were used by only 2 stylists at minimal usage--they lasted only 2-years!  they said I could send them back to fix for free--which costs $378.00  or purchase another at a lower price!  after all that money, that is ridiculous!  we are a small private salon, and this product only lasted 2 yrs at minimal use??  I found them here at Half the cost!!  It works and is the same machine&#62;.. Talk about getting raped in price and quality!  will buy from here again!!",1,4,10,1,"i purchased 2 of these from keller beauty at almost $700.00 a piece, they both were used by only 2 stylists at minimal usage--they lasted only 2-years! they said i could send them back to fix for free--which costs $378.00 or purchase another at a lower price! after all that money, that is ridiculous! we are a small private salon, and this product only lasted 2 yrs at minimal use?? i found them here at half the cost!! it works and is the same machine&#62;.. talk about getting raped in price and quality! will buy from here again!!",28ee2d14554e69303f8da974479ae660,calibration
"I only received 3 nail polish strip kits and the other 3 were nail polish stickers. I got ripped off, buyers beware!",0,2,1,1,"i only received 3 nail polish strip kits and the other 3 were nail polish stickers. i got ripped off, buyers beware!",4d4d270af444d40605862ca421bbe452,calibration
Did not work as well as I hoped!!,0,2,0,1,did not work as well as i hoped!!,498b1ea58bd0d82e91e9747d12c33087,calibration
I took a chance by this mascara read the reviews kept thinking it might be a great investment and it was. Are use usually expensive mascara at the mall and this by far is better than most of them,0,5,0,1,i took a chance by this mascara read the reviews kept thinking it might be a great investment and it was. are use usually expensive mascara at the mall and this by far is better than most of them,c0cb1fd30a9715a2964cb96430ad91ca,calibration
"Good quality of silk, actually holding a nail. Totally invisible 👍🏻",0,5,0,1,"good quality of silk, actually holding a nail. totally invisible 👍🏻",6120511e1a2055ad7bfd397a3017988e,calibration
love these clips,1,5,0,1,love these clips,3d181d2624a221643bb3cdc0ca58f137,calibration
"These are AWESOME!! It takes a try or 2 to perfect but after they're in,they work awesome!! I'm someone who can't curl my pin straight hair without loads of mousse and hair spray to keep it in place,with these,I don't even need any spray or mousse and my curls lasted at least 2 full days.",1,5,2,1,"these are awesome!! it takes a try or 2 to perfect but after they're in,they work awesome!! i'm someone who can't curl my pin straight hair without loads of mousse and hair spray to keep it in place,with these,i don't even need any spray or mousse and my curls lasted at least 2 full days.",f2d0803b24228ceabd6484cfe766d23b,calibration
Only shaving cream my dad will use. Thank you,0,5,0,1,only shaving cream my dad will use. thank you,5b89126b0f80fc6f78c995e7bc620d5e,calibration
These are great and very comfortable to use. I received 2 sets in my package which is great since I know my daughter will love it. I actually got these to make painting my nails easier and they work great. Definitely a big help. I received a discount on this product for a fair review but I'd recommend then without hesitation for sure. Would by as a gift or for myself as a backup pair no problem,1,5,0,0,these are great and very comfortable to use. i received 2 sets in my package which is great since i know my daughter will love it. i actually got these to make painting my nails easier and they work great. definitely a big help. i received a discount on this product for a fair review but i'd recommend then without hesitation for sure. would by as a gift or for myself as a backup pair no problem,af02aa3cbb17bca349aa948d30728fff,calibration
Definitely worth the extra money. Stopped using plastic and my hair is so much healthier.,0,5,0,1,definitely worth the extra money. stopped using plastic and my hair is so much healthier.,2667dd73ff0725b6327a83e90d66cf6a,calibration
These are really cute but they slide off my head unless I put Bobby pins in.,0,4,0,1,these are really cute but they slide off my head unless i put bobby pins in.,ae06e44bac534c032920be5ae9e782f0,calibration
New to wet shaving and was going through some learning pains. Read up on alum blocks and decided to get this one due to TOBS shaving cream being so good. Like the slight astringent properties and it does help give you feedback one your shave due to sensing rough patches. Good quality and highly recommended.,0,5,0,1,new to wet shaving and was going through some learning pains. read up on alum blocks and decided to get this one due to tobs shaving cream being so good. like the slight astringent properties and it does help give you feedback one your shave due to sensing rough patches. good quality and highly recommended.,6e8f474cb81b65304b3aff7a85f5e741,calibration
"it produce a of very fine water when spray. bottle is aethetic. build quality is decent<br />Update: clogged after 50 spray or so, returned (5-&#62;3star)",0,3,2,1,"it produce a of very fine water when spray. bottle is aethetic. build quality is decent<br />update: clogged after 50 spray or so, returned (5-&#62;3star)",67506fbbc9356a2737a62131b87a9575,calibration
"I get tons of compliments on this pin! I have finer hair so I have to grab a bit more than advertised, but I still love it for a half pulled back style.",0,5,0,1,"i get tons of compliments on this pin! i have finer hair so i have to grab a bit more than advertised, but i still love it for a half pulled back style.",482edb206bc48a53dabf06afaa0c8c86,calibration
"This hair is a mess, you have to pull it apart for the crochet and once that happens, the curls are less defined. The ends fizz up and look nappy. Sheer waste of money",0,1,8,1,"this hair is a mess, you have to pull it apart for the crochet and once that happens, the curls are less defined. the ends fizz up and look nappy. sheer waste of money",75b1e454dcf8c5fc55e5e95d9720ea80,calibration
Cut my shaving time down significantly.,1,5,0,1,cut my shaving time down significantly.,12866489fb6bc39cc348130f4c0c383f,calibration
"This hair was very easy to install for a novice like me! It’s also very lightweight. The only con- and it is very minor, is that it’s a bit springy/bouncy.",0,4,5,1,"this hair was very easy to install for a novice like me! it’s also very lightweight. the only con- and it is very minor, is that it’s a bit springy/bouncy.",82350cd2336a0ab0c26e5eb5cb14cb9b,calibration
Muy bonito,1,5,0,1,muy bonito,15d316705f21830fdc3052a35e9c4508,calibration
Huge selection of cute clips for a great price,0,5,0,1,huge selection of cute clips for a great price,51423fd771149d6bb5435c976f024275,calibration
I was really happy with this toothbrush...or I should say my daughter was. The head is the perfect size for a littles mouth and power aspect means She's more eager to want to brush her teeth.  :),0,5,0,1,i was really happy with this toothbrush...or i should say my daughter was. the head is the perfect size for a littles mouth and power aspect means she's more eager to want to brush her teeth. :),e6e4316a2488b34a28649cf0f731a5d8,calibration
